timestamp,path_img,dofw,weekend
2023-08-16 23:44:11.568886,img/pasirkoja_barat/pasirkoja_barat-8-16 23-44-11.png,2,0
2023-08-16 23:44:16.984851,img/pasirkoja_barat/pasirkoja_barat-8-16 23-44-16.png,2,0
2023-08-16 23:44:22.404674,img/pasirkoja_barat/pasirkoja_barat-8-16 23-44-22.png,2,0
2023-08-16 23:44:42.862304,img/pasirkoja_utara/pasirkoja_utara-8-16 23-44-42.png,2,0
2023-08-16 23:44:48.286443,img/pasirkoja_utara/pasirkoja_utara-8-16 23-44-48.png,2,0
2023-08-16 23:44:53.719380,img/pasirkoja_utara/pasirkoja_utara-8-16 23-44-53.png,2,0
2023-08-16 23:45:14.112888,img/cibeureum/cibeureum-8-16 23-45-14.png,2,0
2023-08-16 23:45:19.612959,img/cibeureum/cibeureum-8-16 23-45-19.png,2,0
2023-08-16 23:45:25.116684,img/cibeureum/cibeureum-8-16 23-45-25.png,2,0
2023-08-17 00:00:57.967084,img/gedebage_timur/gedebage_timur-8-17 0-0-57.png,3,0
2023-08-17 00:01:03.413475,img/gedebage_timur/gedebage_timur-8-17 0-1-3.png,3,0
2023-08-17 00:01:08.879596,img/gedebage_timur/gedebage_timur-8-17 0-1-8.png,3,0
2023-08-17 00:01:29.292040,img/gedebage_barat/gedebage_barat-8-17 0-1-29.png,3,0
2023-08-17 00:01:34.699989,img/gedebage_barat/gedebage_barat-8-17 0-1-34.png,3,0
2023-08-17 00:01:40.111900,img/gedebage_barat/gedebage_barat-8-17 0-1-40.png,3,0
2023-08-17 00:02:00.579334,img/gedebage_selatan/gedebage_selatan-8-17 0-2-0.png,3,0
2023-08-17 00:02:05.955573,img/gedebage_selatan/gedebage_selatan-8-17 0-2-5.png,3,0
2023-08-17 00:02:11.316545,img/gedebage_selatan/gedebage_selatan-8-17 0-2-11.png,3,0
2023-08-17 00:02:31.667370,img/gedebage_utara/gedebage_utara-8-17 0-2-31.png,3,0
2023-08-17 00:02:37.054556,img/gedebage_utara/gedebage_utara-8-17 0-2-37.png,3,0
2023-08-17 00:02:42.452490,img/gedebage_utara/gedebage_utara-8-17 0-2-42.png,3,0
2023-08-17 00:03:02.863393,img/samsat/samsat-8-17 0-3-2.png,3,0
2023-08-17 00:03:08.219742,img/samsat/samsat-8-17 0-3-8.png,3,0
2023-08-17 00:03:13.584135,img/samsat/samsat-8-17 0-3-13.png,3,0
2023-08-17 00:03:33.949470,img/samsat_barat/samsat_barat-8-17 0-3-33.png,3,0
2023-08-17 00:03:39.314614,img/samsat_barat/samsat_barat-8-17 0-3-39.png,3,0
2023-08-17 00:03:44.714857,img/samsat_barat/samsat_barat-8-17 0-3-44.png,3,0
2023-08-17 00:04:05.131562,img/samsat_selatan/samsat_selatan-8-17 0-4-5.png,3,0
2023-08-17 00:04:10.570663,img/samsat_selatan/samsat_selatan-8-17 0-4-10.png,3,0
2023-08-17 00:04:16.049810,img/samsat_selatan/samsat_selatan-8-17 0-4-16.png,3,0
2023-08-17 00:04:36.523764,img/samsat_utara/samsat_utara-8-17 0-4-36.png,3,0
2023-08-17 00:04:41.907209,img/samsat_utara/samsat_utara-8-17 0-4-41.png,3,0
2023-08-17 00:04:47.281807,img/samsat_utara/samsat_utara-8-17 0-4-47.png,3,0
2023-08-17 00:05:07.638322,img/buahbatu/buahbatu-8-17 0-5-7.png,3,0
2023-08-17 00:05:13.075499,img/buahbatu/buahbatu-8-17 0-5-13.png,3,0
2023-08-17 00:05:18.525916,img/buahbatu/buahbatu-8-17 0-5-18.png,3,0
2023-08-17 00:05:38.986968,img/buahbatu_timur/buahbatu_timur-8-17 0-5-38.png,3,0
2023-08-17 00:05:44.353839,img/buahbatu_timur/buahbatu_timur-8-17 0-5-44.png,3,0
2023-08-17 00:05:49.722195,img/buahbatu_timur/buahbatu_timur-8-17 0-5-49.png,3,0
2023-08-17 00:06:10.105245,img/buahbatu_selatan/buahbatu_selatan-8-17 0-6-10.png,3,0
2023-08-17 00:06:15.509313,img/buahbatu_selatan/buahbatu_selatan-8-17 0-6-15.png,3,0
2023-08-17 00:06:20.919841,img/buahbatu_selatan/buahbatu_selatan-8-17 0-6-20.png,3,0
2023-08-17 00:06:41.322249,img/buahbatu_barat/buahbatu_barat-8-17 0-6-41.png,3,0
2023-08-17 00:06:46.735784,img/buahbatu_barat/buahbatu_barat-8-17 0-6-46.png,3,0
2023-08-17 00:06:52.130151,img/buahbatu_barat/buahbatu_barat-8-17 0-6-52.png,3,0
2023-08-17 00:07:12.552673,img/buahbatu_utara/buahbatu_utara-8-17 0-7-12.png,3,0
2023-08-17 00:07:17.994815,img/buahbatu_utara/buahbatu_utara-8-17 0-7-17.png,3,0
2023-08-17 00:07:23.442733,img/buahbatu_utara/buahbatu_utara-8-17 0-7-23.png,3,0
2023-08-17 00:07:43.939099,img/batununggal/batununggal-8-17 0-7-43.png,3,0
2023-08-17 00:07:49.381182,img/batununggal/batununggal-8-17 0-7-49.png,3,0
2023-08-17 00:07:54.855568,img/batununggal/batununggal-8-17 0-7-54.png,3,0
2023-08-17 00:08:15.310111,img/batununggal_barat/batununggal_barat-8-17 0-8-15.png,3,0
2023-08-17 00:08:20.745468,img/batununggal_barat/batununggal_barat-8-17 0-8-20.png,3,0
2023-08-17 00:08:25.999803,img/batununggal_barat/batununggal_barat-8-17 0-8-25.png,3,0
2023-08-17 00:08:46.306402,img/toha/toha-8-17 0-8-46.png,3,0
2023-08-17 00:08:51.741416,img/toha/toha-8-17 0-8-51.png,3,0
2023-08-17 00:08:57.189822,img/toha/toha-8-17 0-8-57.png,3,0
2023-08-17 00:09:17.642366,img/toha_barat/toha_barat-8-17 0-9-17.png,3,0
2023-08-17 00:09:23.085553,img/toha_barat/toha_barat-8-17 0-9-23.png,3,0
2023-08-17 00:09:28.479078,img/toha_barat/toha_barat-8-17 0-9-28.png,3,0
2023-08-17 00:09:48.930179,img/toha_selatan/toha_selatan-8-17 0-9-48.png,3,0
2023-08-17 00:09:54.364495,img/toha_selatan/toha_selatan-8-17 0-9-54.png,3,0
2023-08-17 00:09:59.758679,img/toha_selatan/toha_selatan-8-17 0-9-59.png,3,0
2023-08-17 00:10:20.148815,img/toha_utara/toha_utara-8-17 0-10-20.png,3,0
2023-08-17 00:10:25.438409,img/toha_utara/toha_utara-8-17 0-10-25.png,3,0
2023-08-17 00:10:30.742688,img/toha_utara/toha_utara-8-17 0-10-30.png,3,0
2023-08-17 00:10:51.069547,img/toha_timur/toha_timur-8-17 0-10-51.png,3,0
2023-08-17 00:10:56.491103,img/toha_timur/toha_timur-8-17 0-10-56.png,3,0
2023-08-17 00:11:01.889672,img/toha_timur/toha_timur-8-17 0-11-1.png,3,0
2023-08-17 00:11:22.336638,img/cibaduyut/cibaduyut-8-17 0-11-22.png,3,0
2023-08-17 00:11:27.719155,img/cibaduyut/cibaduyut-8-17 0-11-27.png,3,0
2023-08-17 00:11:33.120934,img/cibaduyut/cibaduyut-8-17 0-11-33.png,3,0
2023-08-17 00:11:53.623416,img/kopo/kopo-8-17 0-11-53.png,3,0
2023-08-17 00:11:59.045268,img/kopo/kopo-8-17 0-11-59.png,3,0
2023-08-17 00:12:04.461127,img/kopo/kopo-8-17 0-12-4.png,3,0
2023-08-17 00:12:24.885229,img/pasirkoja_selatan/pasirkoja_selatan-8-17 0-12-24.png,3,0
2023-08-17 00:12:30.376723,img/pasirkoja_selatan/pasirkoja_selatan-8-17 0-12-30.png,3,0
2023-08-17 00:12:35.808478,img/pasirkoja_selatan/pasirkoja_selatan-8-17 0-12-35.png,3,0
2023-08-17 00:12:56.310624,img/pasirkoja_barat/pasirkoja_barat-8-17 0-12-56.png,3,0
2023-08-17 00:13:01.765939,img/pasirkoja_barat/pasirkoja_barat-8-17 0-13-1.png,3,0
2023-08-17 00:13:07.176380,img/pasirkoja_barat/pasirkoja_barat-8-17 0-13-7.png,3,0
2023-08-17 00:13:27.609386,img/pasirkoja_utara/pasirkoja_utara-8-17 0-13-27.png,3,0
2023-08-17 00:13:33.001017,img/pasirkoja_utara/pasirkoja_utara-8-17 0-13-33.png,3,0
2023-08-17 00:13:38.408375,img/pasirkoja_utara/pasirkoja_utara-8-17 0-13-38.png,3,0
2023-08-17 00:13:58.848173,img/cibeureum/cibeureum-8-17 0-13-58.png,3,0
2023-08-17 00:14:04.360680,img/cibeureum/cibeureum-8-17 0-14-4.png,3,0
2023-08-17 00:14:09.861703,img/cibeureum/cibeureum-8-17 0-14-9.png,3,0
2023-08-17 00:29:44.042137,img/gedebage_timur/gedebage_timur-8-17 0-29-44.png,3,0
2023-08-17 00:29:50.086730,img/gedebage_timur/gedebage_timur-8-17 0-29-50.png,3,0
2023-08-17 00:29:55.941692,img/gedebage_timur/gedebage_timur-8-17 0-29-55.png,3,0
2023-08-17 00:30:16.836092,img/gedebage_barat/gedebage_barat-8-17 0-30-16.png,3,0
2023-08-17 00:30:22.690524,img/gedebage_barat/gedebage_barat-8-17 0-30-22.png,3,0
2023-08-17 00:30:28.513162,img/gedebage_barat/gedebage_barat-8-17 0-30-28.png,3,0
2023-08-17 00:30:49.447923,img/gedebage_selatan/gedebage_selatan-8-17 0-30-49.png,3,0
2023-08-17 00:30:55.264916,img/gedebage_selatan/gedebage_selatan-8-17 0-30-55.png,3,0
2023-08-17 00:31:01.219153,img/gedebage_selatan/gedebage_selatan-8-17 0-31-1.png,3,0
2023-08-17 00:31:22.172912,img/gedebage_utara/gedebage_utara-8-17 0-31-22.png,3,0
2023-08-17 00:31:28.018464,img/gedebage_utara/gedebage_utara-8-17 0-31-28.png,3,0
2023-08-17 00:31:34.036645,img/gedebage_utara/gedebage_utara-8-17 0-31-34.png,3,0
2023-08-17 00:31:55.038966,img/samsat/samsat-8-17 0-31-55.png,3,0
2023-08-17 00:32:00.940751,img/samsat/samsat-8-17 0-32-0.png,3,0
2023-08-17 00:32:06.823218,img/samsat/samsat-8-17 0-32-6.png,3,0
2023-08-17 00:32:27.748094,img/samsat_barat/samsat_barat-8-17 0-32-27.png,3,0
2023-08-17 00:32:33.713486,img/samsat_barat/samsat_barat-8-17 0-32-33.png,3,0
2023-08-17 00:32:39.600749,img/samsat_barat/samsat_barat-8-17 0-32-39.png,3,0
2023-08-17 00:33:00.745596,img/samsat_selatan/samsat_selatan-8-17 0-33-0.png,3,0
2023-08-17 00:33:06.886760,img/samsat_selatan/samsat_selatan-8-17 0-33-6.png,3,0
2023-08-17 00:33:12.885506,img/samsat_selatan/samsat_selatan-8-17 0-33-12.png,3,0
2023-08-17 00:33:33.823495,img/samsat_utara/samsat_utara-8-17 0-33-33.png,3,0
2023-08-17 00:33:39.638812,img/samsat_utara/samsat_utara-8-17 0-33-39.png,3,0
2023-08-17 00:33:45.452873,img/samsat_utara/samsat_utara-8-17 0-33-45.png,3,0
2023-08-17 00:34:06.241134,img/buahbatu/buahbatu-8-17 0-34-6.png,3,0
